id,NameEn,NameKr,GenKr,GenName
6136,Yunirori-kaepsyul milligram,유니로리캡슐밀리그램,타크로리무스수화물,tacrolimus
6137,Yuniroba-jeong,유니로바정,로수바스타틴칼슘,rosuvastatin calcium
6138,Yuniroksadin-kaepsyul,유니록사딘캡슐,세프록사딘,cefroxadine
6139,Yuniron-ju,유니론주,팔로노세트론염산염,palonosetron
6140,Yuniriba-kaepsyul milligram,유니리바캡슐밀리그램,리바스티그민타르타르산염,rivastigmine tartrate
6141,Yuniribeo-jeong,유니리버정,아데포비어디피복실,adefovir dipivoxil
6142,Yunirin-jeong milligram,유니린정밀리그램,데스모프레신아세트산염,desmopressin acetate
6143,Yunimadeksu-ju,유니마덱스주,슈가마덱스나트륨,sugammadex
6144,Yunimaril-em-jeong,유니마릴엠정,글리메피리드,glimepiride
6145,Yunimega-yeonjilkaepsyul,유니메가연질캡슐,오메가-3-산에틸에스테르90,omega-3-acid ethyl esters
6146,Yunimeron-jeoman-aek,유니메론점안액,플루오로메톨론,fluorometholone
6147,Yunimet-jeong,유니메트정,시타글립틴인산염수화물,sitagliptin phosphate
6148,Yunimonseuteu-jeong milligram,유니몬스트정밀리그램,몬테루카스트나트륨,montelukast
6149,Yunimonseuteuchyu-jeong milligram,유니몬스트츄정밀리그램,몬테루카스트나트륨,montelukast
6150,Yunibas-jeong,유니바스정,나프토피딜,naftopidil
6151,Univaltan,유니발탄정밀리그램,발사르탄,valsartan
6152,Uniberger,유니버거정,베라프로스트나트륨,beraprost
6153,Univerin,유니베린정,프로피베린염산염,propiverine
6154,Unibepota,유니베포타서방정,베포타스틴베실산염,bepotastine
6155,Unibone,유니본정,이반드론산나트륨수화물,ibandronic acid
6156,Unibrex,유니브렉스캡슐밀리그램,세레콕시브,celecoxib
6157,Unividi,유니비디캡슐,비페닐디메틸디카르복실레이트,biphenyl dimethyl dicarboxylate
6158,Unibiva,유니비바정밀리그램,이반드론산나트륨일수화물,ibandronic acid
6159,Univisdi,유니비스디정,라니티딘염산염,ranitidine
6160,Unisulam,유니설암주,암피실린나트륨,ampicillin
6161,Unicerein,유니세레인캡슐,디아세레인,diacerein
6162,Unicetam,유니세탐주,피라세탐,piracetam
6163,Unicholine,유니콜린정,리바스티그민,rivastigmine
6164,Unicept,유니셉트캡슐밀리그램,미코페놀산모페틸,mycophenolate mofetil
6165,Unistal,유니스탈서방캡슐밀리그램,실로스타졸,cilostazol
6166,Unistin,유니스틴주사액ml수출명,시스플라틴,cisplatin
6167,Unistin,유니스틴주사액mL,시스플라틴,cisplatin
6168,Unicium,유니시움정,에스오메프라졸마그네슘삼수화물,esomeprazole
6169,Unicita,유니시타정,시타글립틴인산염수화물,sitagliptin
6170,Uniciprofloxacin,유니시프로사신정,시프로플록사신염산염수화물,ciprofloxacin
6171,Unitizoxim,유니티족심주사,시프로플록사신,ciprofloxacin
6172,Uni-C,유니씨주,아스코르브산,ascorbic acid
6173,Unialfo,유니알포연질캡슐,콜린알포세레이트,choline alfoscerate
6174,Uniedoxaban,유니에독사반정밀리그램,에독사반토실산염수화물,edoxaban
6175,Uniepi,유니에피정밀리그램,에피나스틴염산염,epinastine
6176,Union Donepezil,유니온도네페질정밀리그램,도네페질염산염수화물,donepezil
6177,GL Domperidone,지엘돔페리돈정,돔페리돈,domperidone
6178,Union Rasagiline,유니온라사길린정밀리그램,라사길린메실산염,rasagiline
6179,Union Levosulpiride,유니온레보설피리드정,레보설피리드,levosulpiride
6180,Union Amikacin,유니온아미카신주,록시트로마이신,roxithromycin
6181,Union Methocarbamol,유니온메토카르바몰주,메토카르바몰,methocarbamol
6182,Union Methotrexate,유니온메토트렉세이트정,메토트렉세이트,methotrexate
6183,Union Vancomycin,유니온반코마이신주그램,반코마이신염산염,vancomycin
6184,Union Cefotiam,유니온세포티암주,세포티암염산염·건조탄산나트륨,cefotiam
6185,Union Cimetidine,유니온시메티딘정,세폭시틴나트륨,cefoxitin
6186,Union Cefradine,유니온세프라딘주그람,세프라딘수화물,cefradine
6187,Union Cefmetazole,유니온세프메타졸주그람,세프메타졸나트륨,cefmetazole
6188,Union Amikacin,유니온아미카신주밀리그램,아미카신황산염,amikacin
6189,Union Acyclovir,유니온아시클로버정,아시클로버,acyclovir
6190,Union Ofloxacin,유니온오플록사신정,오플록사신,ofloxacin
6191,Union Zoledronic Acid,유니온졸레드론산주밀리그램밀리리터,졸레드론산일수화물,zoledronic acid
6192,Union Water for Injection,유니온주사용수,주사용수,water for
6193,Union Tulobuterol,유니온툴로부테롤패취밀리그램,툴로부테롤,tulobuterol
6194,Union Prednisolone,유니온프레드니솔론정,프레드니솔론,prednisolone
6195,Union Piroxicam,유니온피록시캄주,피록시캄,piroxicam
6196,Union Hydroxyurea,유니온히드록시우레아캡슐,히드록시우레아,hydroxyurea
6197,Uni Infusion,유니인퓨전주,L-아스파르트산-L-오르니틴,l-ornithine l-aspartate
6198,Unizac,유니작캡슐밀리그램,플루옥세틴염산염,fluoxetine
6199,Unizaltan,유니잘탄정,암로디핀베실산염,amlodipine
6200,Unicalo,유니칼로정밀리그램,프루칼로프라이드숙신산염,prucalopride
6201,Unicough Syrup,유니코프시럽,레보드로프로피진,levodropropizine
6202,Unicox Capsule,유니콕스캡슐밀리그램,멜록시캄,meloxicam
6203,Unicholine Soft Capsule,유니콜린연질캡슐,콜린알포세레이트,choline alfoscerate
6204,Uniclor Capsule,유니클러캡슐,세파클러수화물,cefaclor
6205,Unitop Tablet,유니탑정밀리그램,리나글립틴,linagliptin
6206,Uniterid Tablet,유니테리드정밀리그램,피나스테리드,finasteride
6207,Unitetan Injection,유니테탄주,세포테탄,cefotetan
6208,Unitonin Injection,유니토닌주단위,엘카토닌,elcatonin
6209,Unitok Soft Capsule,유니톡연질캡슐밀리그램,알리트레티노인,alitretinoin
6210,Unitra Injection,유니트라주밀리그램,트라넥삼산,tranexamic acid
6211,Uniceftriaxone Injection,유니티악손주그램,세프트리악손나트륨수화물,ceftriaxone
6212,Uniceftizoxime Injection,유니티족심주사그람,세프티족심나트륨,ceftizoxime
6213,Unitica Tablet,유니티카정밀리그램,티카그렐러,ticagrelor
6214,Tapadin Eye Drops,타파딘점안액,올로파타딘염산염,olopatadine
6215,Unipass Capsule,유니패스캡슐,실로도신,silodosin
6216,Unifenac F Injection,유니페낙에프주,디클로페낙β-디메틸아미노에탄올,diclofenac
6217,Unifenac Injection,유니페낙주,디클로페낙나트륨,diclofenac
6218,Uniperamivir Injection,유니페라미비르주,페라미비르수화물,peramivir
6219,Uniferic Tablet,유니페릭정,페북소스타트,febuxostat
6220,Unipezil Orally Disintegrating Tablet,유니페질속붕정,도네페질염산염수화물,donepezil
6221,Unipentin Capsule,유니펜틴캡슐밀리그램,가바펜틴,gabapentin
6222,Uniforge Tablet,유니포지정밀리그램,발사르탄,valsartan
6223,Unifito Tablet,유니피토정밀리그램,아토르바스타틴칼슘삼수화물,atorvastatin
6224,Uniphyll Sustained Release Tablet,유니필서방정,테오필린,theophylline
6225,Unihexol Injection,유니헥솔주,이오헥솔,iohexol
6226,Unixaban Tablet,유닉사반정밀리그램,아픽사반,apixaban
6227,Yudapa Duo Sustained Release Tablet,유다파듀오서방정밀리그램,메트포르민염산염,metformin
6228,Yudapa Tablet,유다파정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin
6229,Yudina Capsule,유디나캡슐,비페닐디메틸디카르복실레이트,biphenyldimethyl dicarboxylate
6230,Yudicell Capsule,유디셀캡슐,비페닐디메틸디카르복실레이트,biphenyldimethyl dicarboxylate
6231,Yudion Capsule,유디온캡슐,비페닐디메틸디카르복실레이트,biphenyldimethyl dicarboxylate
6232,Yudica Tablet,유디카정밀리그램,우르소데옥시콜산,ursodeoxycholic acid
6233,Yudicom Capsule,유디콤캡슐,비페닐디메틸디카르복실레이트혼합물,biphenyldimethyl dicarboxylate
6234,Yuride Tablet,유라이드정,이토프리드염산염,itopride
6235,Yurazol Tablet,유라졸정밀리그램,라베프라졸나트륨,rabeprazole
6236,Yuremin Tablet,유레민정밀리그램,데스모프레신아세트산염,desmopressin
6237,Urea Capsule,유레아캡슐,14C우레아,14c urea
6238,Yuretazol Sustained Release Capsule,유레타졸서방캡슐밀리그램,실로스타졸,cilostazol
6239,Yuretol SR Tablet,유레톨에스알정,톨터로딘-L-타르타르산염,tolterodine
6240,Yurect Tablet,유렉트정밀리그램,라사길린메실산염,rasagiline
6241,Eurogaba Capsule,유로가바캡슐밀리그램,프레가발린,pregabalin
6242,Euronazol Tablet,유로나졸정,이트라코나졸고체분산체,itraconazole
6243,Euronall Sustained Release Tablet,유로날서방정,탐스로신염산염,tamsulosin
6244,Euronall Sustained Release Tablet,유로날서방정밀리그램,탐스로신염산염,tamsulosin
6245,Euronall Sustained Release Capsule,유로날서방캡슐밀리그램,탐스로신염산염,tamsulosin
6246,Eurodoxy Tablet,유로독시정,독시사이클린수화물,doxycycline
6247,Eurolevo Tablet,유로레보정,레보플록사신수화물,levofloxacin
6248,Euromega Soft Capsule,유로메가연질캡슐밀리그램,아토르바스타틴칼슘삼수화물,atorvastatin
6249,Euromon Tablet,유로몬정,리마프로스트알파덱스,limaprost
6250,Euromitexan Injection,유로미텍산주,메스나,mesna
6251,Eurovas,유로바스정,나프토피딜,naftopidil
6252,Eurovazet,유로바젯정밀리그램,로수바스타틴칼슘,rosuvastatin calcium
6253,Eurovatin,유로바틴정밀리그램,아토르바스타틴칼슘,atorvastatin calcium
6254,Eurobactam,유로박탐정밀리그램,아목시실린수화물,amoxicillin
6255,Eurovit SR,유로비트에스알캡슐,엘-주석산톨터로딘,tolterodine tartrate
6256,Eurovic,유로빅정밀리그램,타다라필,tadalafil
6257,Euroset Semi,유로셋세미정,트라마돌염산염,tramadol
6258,Euroset,유로셋정,트라마돌염산염,tramadol
6259,Eurosol,유로솔액,디소르비톨,sorbitol
6260,Eurosto,유로스토정밀리그램,로수바스타틴칼슘,rosuvastatin calcium
6261,Eurostin,유로스틴정밀리그램,로수바스타틴칼슘,rosuvastatin calcium
6262,Eurocitra C,유로시트라씨산,시트르산칼륨수화물,potassium citrate
6263,Eurosin SR,유로신서방정밀리그램,탐스로신염산염,tamsulosin
6264,Eurozac,유로작캡슐밀리그램,플루옥세틴염산염,fluoxetine
6265,Eurozac,유로작캡슐,플루옥세틴염산염,fluoxetine
6266,Eurozaltan,유로잘탄정밀리그램,암로디핀베실산염,amlodipine besilate
6267,Eurocarin SR,유로카린서방정밀리그램,톨터로딘-L-타르타르산염,tolterodine tartrate
6268,Eurocarin,유로카린정,톨터로딘-L-타르타르산염,tolterodine tartrate
6269,Eurocare,유로케어정밀리그램,솔리페나신숙신산염,solifenacin succinate
6270,Eurocholin,유로콜린주,시티콜린,citicoline
6271,EuroQ SR,유로큐서방정밀리그램,톨터로딘-L-타르타르산염,tolterodine tartrate
6272,Eurotams SR,유로탐스서방정,탐스로신염산염,tamsulosin
6273,Eurotera,유로테라정밀리그램,솔리페나신숙신산염,solifenacin succinate
6274,Eurotrol,유로트롤정,톨터로딘-L-타르타르산염,tolterodine tartrate
6275,Eurofenacin,유로페나신정밀리그램,솔리페나신숙신산염,solifenacin succinate
6276,Europenta,유로펜타정,레보플록사신수화물,levofloxacin
6277,Eurofozi,유로포지정밀리그램,발사르탄,valsartan
6278,Europro,유로프로정,프로피베린염산염,propiverine
6279,Europina,유로피나정,피나스테리드,finasteride
6280,Euroxaban,유록사반정밀리그램,리바록사반(미분화),rivaroxaban
6281,Urigat,유리가트정밀리그램,페북소스타트,febuxostat
6282,Uridosin,유리도신캡슐밀리그램,실로도신,silodosin
6283,Urimocu,유리모큐정밀리그램,데스모프레신아세트산염,desmopressin acetate
6284,Uriver,유리버캡슐,비페닐디메틸디카르복실레이트,biphenyldimethyl dicarboxylate
6285,Uriberin,유리베린정,프로피베린염산염,propiverine
6286,Urisis,유리시스정,엘주석산톨터로딘,tolterodine tartrate
6287,Uritec,유리텍정,리루졸,riluzole
6288,Uritos,유리토스구강붕해정,이미다페나신,imidafenacin
6289,Urifena,유리페나정,솔리페나신숙신산염,solifenacin succinate
6290,Urinestar SR,유린스타서방정,탐스로신염산염,tamsulosin
6291,Yumaril Mex SR,유마릴멕스서방정밀리그램,글리메피리드,glimepiride
6292,Yumafron,유마프론캡슐밀리그램,리바스티그민타르타르산염,rivastigmine tartrate
6293,Yumafron,유마프론패취,리바스티그민,rivastigmine
6294,Yumero,유메로정,올메사르탄메독소밀,olmesartan medoxomil
6295,Yumesartan,유메사탄정밀리그램,올메사르탄메독소밀,olmesartan medoxomil
6296,Yumetec,유메텍정밀리그램,올메사르탄메독소밀,olmesartan medoxomil
6297,Yumox,유목스정밀리그램,아목시실린수화물,amoxicillin
6298,Yuvaro,유바로정밀리그램,리바록사반(미분화),rivaroxaban
6299,Yuvacillin,유바실린주그램,암피실린나트륨,ampicillin
6300,Yuvaton,유바톤정,이토프리드염산염,itopride
6301,Tabaktam,타박탐주그램,암피실린나트륨,ampicillin
6302,Yubendol,유벤돌정,알리벤돌,alibendol
6303,Yubrik,유브릭정,페북소스타트,febuxostat
6304,Yubista,유비스타캡슐,비페닐디메틸디카르복실레이트혼합물,biphenyl dimethyl dicarboxylate mixture
6305,Yusetron,유세트론주,팔로노세트론염산염,palonosetron
6306,Yuseubera,유스베라캡슐밀리그램,리바스티그민타르타르산염,rivastigmine tartrate
6307,Yusidapa,유시다파정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
6308,Yusirax,유시락스시럽,히드록시진염산염,hydroxyzine
6309,Yusitamet,유시타메트정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
6310,Yusita,유시타정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
6311,Yuaishin,유아이신정밀리그램,솔리페나신숙신산염,solifenacin succinate
6312,Yuapram,유아프람정밀리그램,에스시탈로프람옥살산염,escitalopram oxalate
6313,Yuendi,유앤디캡슐,비페닐디메틸디카르복실레이트혼합물,biphenyl dimethyl dicarboxylate mixture
6314,Yuaensi,유앤씨캡슐,비페닐디메틸디카르복실레이트혼합물,biphenyl dimethyl dicarboxylate mixture
6315,Yuaen,유앤정,디에노게스트(미분화),dienogest (micronized)
6316,Yuaentelmi,유앤텔미정밀리그램,텔미사르탄,telmisartan
6317,Yuyeong Nafamostat Mesilate,유영나파모스타트메실산염주밀리그램,나파모스타트메실산염,nafamostat mesilate
6318,Yuyeong Nyutronorm,유영뉴트로노름서방정,시메티딘,cimetidine
6319,Taramadol Semi,타라마돌세미정,레바미피드,rebamipide
6320,Yuyeong Sepajedon,유영세파제돈주그램,세파제돈나트륨,cefazedone
6321,Yuyeong Ceftriaxone Sodium Hydrate,유영세프트리악손나트륨수화물주그램,세프트리악손나트륨수화물,ceftriaxone hydrate
6322,Yuyeong Tika,유영티카정밀리그램,티카그렐러,ticagrelor
6323,Yuotan,유오탄정,발사르탄,valsartan
6324,Yuyu Doxycycline,유유독시사이클린정,독시사이클린수화물,doxycycline hydrate
6325,Yuyu Duloxetine,유유듀록세틴캡슐밀리그램,둘록세틴염산염장용과립,duloxetine enteric-coated granules
6326,Yuyu Risperidone,유유리스페리돈정밀리그램,리스페리돈,risperidone
6327,Yuyu Lincocin,유유린코신주밀리리터,린코마이신염산염수화물,lincomycin hydrate
6328,Yuyu Cefaclor,유유세파클러캡슐,세파클러수화물,cefaclor hydrate
6329,Yuyu Ssorong,유유쏘롱캅셀,소팔콘,sofalcone
